,Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,Unusual
2346,4:30,7ULTE,0.101,0.808,0.012,0.012,0.088,0.099,1.011,0.01,2.0,1.0,3,0
32944,9:15,1ALTE,24.05,4.345,1.596,0.137,38.767,1.434,1.496,1.112,7.0,4.0,11,0
18092,4:00,6BLTE,5.659,5.962,6.67,0.742,61.844,46.288,1.041,0.01,3.0,2.0,5,0
19225,7:00,7ULTE,0.202,0.909,0.082,0.011,1.921,0.169,1.021,0.01,2.0,2.0,4,0
23557,13:00,8BLTE,11.244,2.886,0.914,0.072,66.142,1.456,1.234,1.055,5.0,3.0,8,1
32781,22:00,7BLTE,0.404,0.808,0.181,0.077,2.631,1.025,1.213,0.01,4.0,3.0,7,0
16739,0:45,6BLTE,21.018,4.547,1.611,0.085,44.65,1.545,1.263,0.01,6.0,4.0,10,0
9057,10:00,1ALTE,20.816,4.143,1.563,0.129,43.755,1.104,1.445,1.132,7.0,4.0,11,0
36074,16:00,10ALTE,10.647,1.294,0.262,0.032,6.898,0.445,1.124,1.025,5.0,3.0,8,1
22668,8:00,1ALTE,10.004,1.92,0.593,0.064,70.631,0.992,1.213,1.051,5.0,3.0,8,0
36105,15:45,6ALTE,16.067,3.032,1.072,0.106,33.82,2.03,1.243,0.01,5.0,3.0,8,0
6510,18:30,5BLTE,15.36,1.516,0.368,0.044,9.058,0.742,1.243,1.071,5.0,4.0,9,0
15216,17:00,4CLTE,16.716,2.886,0.691,0.063,9.306,0.451,1.254,1.085,6.0,4.0,10,1
10508,23:30,10ALTE,12.04,5.97,2.01,0.135,22.178,1.694,1.194,1.085,5.0,3.0,8,1
3006,22:15,9BLTE,3.436,0.707,0.393,0.034,23.826,1.155,1.051,1.031,3.0,3.0,6,0
10487,13:30,3CLTE,13.339,2.526,0.913,0.111,42.153,2.861,1.162,1.101,5.0,4.0,9,0
18043,16:45,4BLTE,28.597,5.356,1.497,0.147,21.752,1.047,1.718,1.374,8.0,6.0,14,0
36113,3:15,7BLTE,0.0,0.404,0.06,0.015,2.125,0.383,1.031,0.01,3.0,1.0,4,0
3729,2:00,4ALTE,2.122,0.606,0.212,0.029,14.802,5.084,1.031,1.011,2.0,2.0,4,0
33728,7:00,1ALTE,3.537,1.011,0.649,0.038,42.274,1.332,1.071,1.031,3.0,3.0,6,0
12424,10:00,4ALTE,3.335,0.808,0.204,0.021,12.108,0.436,1.051,1.021,3.0,2.0,5,0
9869,5:45,3ALTE,2.122,0.606,0.153,0.019,9.719,0.682,1.061,1.021,2.0,2.0,4,0
9357,0:15,6ALTE,3.234,0.909,0.394,0.037,29.924,1.174,1.061,0.01,3.0,2.0,5,0
5795,14:30,7VLTE,1.516,4.648,0.554,0.056,22.629,0.706,1.273,0.01,5.0,4.0,9,0
4658,10:30,6WLTE,12.934,12.631,1.099,0.307,11.202,4.227,1.475,0.01,6.0,6.0,12,0
20437,1:00,8ALTE,11.217,2.829,0.871,0.049,23.899,0.74,1.202,1.091,5.0,4.0,9,0
16934,5:00,3BLTE,5.76,1.415,0.518,0.045,27.137,0.678,1.091,1.031,3.0,3.0,6,0
21182,17:00,7ULTE,2.93,4.244,0.522,0.169,20.558,10.167,1.354,0.01,6.0,4.0,10,0
36499,10:15,4CLTE,16.774,2.324,0.594,0.059,39.796,0.384,1.233,1.202,5.0,5.0,10,0
3721,20:00,7WLTE,0.697,2.488,0.481,0.033,12.368,0.699,1.114,0.01,4.0,2.0,6,1
30432,11:30,7VLTE,2.627,2.829,0.338,0.072,27.619,0.96,1.213,0.01,5.0,4.0,9,0
31007,21:15,8ALTE,19.098,3.335,0.832,0.089,14.636,0.97,1.364,1.233,6.0,5.0,11,0
29443,14:15,4BLTE,28.092,4.749,1.339,0.15,59.504,1.443,1.627,1.233,7.0,5.0,12,0
21705,17:00,3CLTE,10.408,1.718,0.491,0.064,28.499,1.243,1.213,1.071,6.0,4.0,10,0
32380,21:15,7ULTE,1.112,2.627,0.467,0.052,22.493,0.877,1.293,0.01,5.0,3.0,8,0
30143,0:00,6WLTE,9.802,4.042,0.51,0.154,11.659,0.806,1.374,0.01,5.0,4.0,9,0
31930,19:30,8BLTE,17.987,3.335,0.859,0.111,27.298,3.249,1.435,1.101,6.0,4.0,10,0
27950,2:15,6BLTE,12.328,3.133,1.582,0.225,66.312,46.676,1.101,0.01,3.0,3.0,6,0
29974,10:00,3ALTE,32.639,6.568,1.827,0.205,33.453,1.22,2.051,1.677,10.0,8.0,18,0
1498,1:30,2ALTE,0.1,0.398,0.032,0.012,0.135,0.035,0.995,0.01,1.0,1.0,2,1
21220,6:45,6CLTE,1.516,0.404,0.092,0.013,2.907,0.13,1.031,0.01,2.0,2.0,4,0
32098,17:15,10BLTE,7.074,2.324,1.185,0.069,51.941,1.599,1.132,1.031,4.0,3.0,7,0
25855,17:00,7BLTE,0.199,0.796,0.169,0.026,13.045,0.571,1.144,0.01,4.0,2.0,6,1
19040,6:00,7VLTE,0.101,0.808,0.014,0.006,0.308,0.125,1.051,0.01,2.0,2.0,4,0
12510,12:45,10BLTE,2.488,0.498,0.12,0.024,6.414,0.902,1.005,0.995,2.0,2.0,4,1
24705,3:45,7CLTE,0.101,0.505,0.245,0.027,11.554,0.528,1.041,0.01,3.0,2.0,5,0
18643,2:30,9ALTE,0.707,0.404,0.046,0.012,1.193,0.185,1.011,1.011,1.0,1.0,2,0
13423,10:15,7ULTE,4.951,8.993,1.87,0.157,47.116,3.857,1.748,0.01,7.0,6.0,13,0
7282,1:30,7CLTE,0.0,0.404,0.054,0.017,1.425,0.269,1.041,0.01,3.0,1.0,4,0
15381,14:45,3CLTE,7.68,1.617,0.344,0.039,15.563,0.641,1.142,1.061,4.0,3.0,7,0
21340,7:30,6BLTE,7.579,1.213,0.381,0.031,34.53,0.702,1.101,0.01,4.0,3.0,7,0
10622,14:00,6WLTE,10.05,4.776,0.482,0.22,14.058,4.405,1.284,0.01,6.0,5.0,11,1
7764,20:30,1BLTE,20.597,3.881,1.57,0.115,37.739,0.791,1.473,1.134,8.0,5.0,13,1
31342,18:00,4CLTE,22.686,3.184,0.881,0.096,17.917,1.098,1.373,1.463,6.0,6.0,12,1
12520,9:00,3CLTE,11.217,1.314,0.362,0.05,12.969,0.656,1.152,1.051,4.0,4.0,8,0
21996,16:30,1CLTE,30.214,5.457,1.318,0.116,22.591,1.483,1.667,1.647,7.0,7.0,14,0
22102,7:45,7CLTE,0.101,0.505,0.13,0.014,12.836,0.644,1.041,0.01,3.0,2.0,5,0
17772,6:30,10BLTE,0.909,0.404,0.031,0.014,0.561,0.165,1.011,1.011,2.0,2.0,4,0
33812,16:45,3CLTE,9.802,1.92,0.714,0.077,17.504,4.329,1.172,1.041,5.0,4.0,9,0
31907,9:00,3BLTE,17.482,2.425,0.68,0.085,16.602,0.693,1.324,1.233,6.0,5.0,11,0
5371,4:15,1CLTE,14.527,1.095,0.419,0.046,8.724,0.621,1.154,1.035,5.0,3.0,8,1
30851,21:15,9ALTE,3.335,1.112,0.369,0.132,25.56,1.374,1.101,1.021,3.0,3.0,6,0
28349,21:00,9ALTE,2.021,1.112,0.401,0.037,21.73,3.896,1.031,1.011,2.0,2.0,4,0
35127,5:15,6ULTE,0.199,0.796,0.023,0.011,0.508,0.12,0.995,0.01,2.0,2.0,4,1
10554,4:45,8BLTE,3.739,1.718,0.893,0.032,9.253,0.291,1.081,1.021,3.0,2.0,5,0
2066,2:15,3CLTE,1.891,0.597,0.162,0.025,5.705,0.49,1.045,0.995,3.0,2.0,5,1
8128,0:00,1CLTE,32.639,3.234,0.762,0.262,17.713,0.957,1.778,1.455,7.0,6.0,13,0
35615,23:30,4BLTE,19.204,2.985,0.805,0.08,22.632,0.699,1.373,1.095,6.0,4.0,10,1
28879,8:45,7CLTE,0.202,1.011,0.919,0.029,36.299,0.643,1.051,0.01,2.0,2.0,4,0
24729,7:45,7WLTE,1.112,1.617,0.232,0.031,13.513,0.561,1.081,0.01,3.0,3.0,6,0
35814,3:45,7VLTE,0.707,1.213,0.073,0.011,10.134,0.476,1.051,0.01,3.0,2.0,5,0
35496,5:30,8BLTE,3.483,0.995,0.451,0.042,45.899,1.212,1.055,1.005,3.0,2.0,5,1
19052,0:30,9BLTE,3.085,0.498,0.208,0.117,10.001,7.661,1.045,1.005,3.0,2.0,5,1
4187,0:15,10BLTE,4.244,0.808,0.2,0.018,13.489,0.572,1.041,1.011,3.0,2.0,5,0
10938,11:30,7ALTE,0.505,1.415,0.4,0.074,13.569,1.039,1.324,0.01,6.0,3.0,9,0
7074,4:00,6ALTE,3.234,1.314,2.196,0.036,21.154,0.374,1.031,0.01,3.0,2.0,5,0
6129,0:15,7WLTE,1.011,2.728,0.519,0.037,13.825,0.879,1.132,0.01,4.0,4.0,8,0
22423,3:30,4CLTE,5.97,0.597,0.123,0.023,3.623,0.271,1.045,1.005,3.0,2.0,5,1
2678,7:30,4ALTE,1.718,0.808,0.392,0.026,23.545,0.55,1.031,1.011,2.0,2.0,4,0
18658,15:00,1ALTE,33.448,3.436,0.954,0.156,24.576,1.594,1.92,1.334,9.0,7.0,16,0
15128,23:15,6CLTE,5.053,1.516,0.847,0.032,18.549,0.592,1.081,0.01,4.0,2.0,6,0
34376,14:00,6ALTE,4.876,0.597,0.095,0.023,4.63,1.218,1.045,0.01,3.0,2.0,5,1
32396,19:30,3BLTE,16.37,1.617,0.405,0.084,13.449,4.027,1.233,1.081,5.0,3.0,8,0
13125,8:30,1ALTE,18.593,2.425,0.64,0.09,18.575,1.15,1.364,1.091,6.0,4.0,10,0
4285,17:00,7CLTE,0.1,0.498,0.073,0.016,4.427,0.444,1.055,0.01,3.0,2.0,5,1
1024,22:15,4ALTE,4.85,1.213,0.312,0.029,15.704,0.403,1.122,1.031,4.0,3.0,7,0
16499,17:15,4CLTE,21.691,2.786,0.674,0.095,19.194,0.883,1.343,1.214,6.0,5.0,11,1
11892,2:30,8BLTE,5.572,0.697,0.208,0.027,8.894,0.652,1.055,1.005,3.0,3.0,6,1
3424,15:45,6CLTE,13.541,1.718,0.553,0.052,30.109,1.378,1.152,0.01,5.0,3.0,8,0
20222,14:30,5ALTE,11.52,1.819,0.468,0.045,10.517,0.434,1.172,1.091,5.0,3.0,8,0
33185,13:15,5CLTE,10.448,0.796,0.119,0.028,7.451,0.37,1.114,1.015,4.0,3.0,7,1
21353,5:30,5ALTE,0.808,0.404,0.01,0.006,0.134,0.097,1.011,1.011,2.0,1.0,3,0
15520,8:00,6ALTE,2.587,0.597,0.294,0.045,20.238,1.194,1.055,0.01,3.0,2.0,5,1
13458,3:00,3BLTE,7.68,5.154,3.066,0.107,20.442,0.783,1.384,1.041,6.0,3.0,9,0
31768,19:30,9BLTE,3.483,0.498,0.155,0.02,13.043,0.374,1.035,1.005,2.0,2.0,4,1
9570,14:30,1CLTE,27.587,4.951,1.047,0.129,23.619,2.473,1.475,1.314,6.0,7.0,13,0
12541,8:00,3CLTE,2.289,0.896,0.332,0.029,26.208,0.626,1.045,1.005,4.0,2.0,6,1
12761,6:45,7CLTE,0.202,0.808,0.647,0.034,11.64,0.398,1.041,0.01,2.0,2.0,4,0
3224,20:00,5BLTE,12.227,1.819,0.319,0.034,27.183,0.575,1.142,1.071,4.0,4.0,8,0
6742,23:00,5CLTE,8.589,1.516,0.462,0.037,10.379,0.633,1.112,1.031,4.0,3.0,7,0
14449,9:15,4CLTE,12.025,1.718,0.398,0.038,8.114,0.294,1.172,1.152,4.0,4.0,8,0
2691,23:15,7ULTE,0.909,1.819,0.318,0.035,9.714,0.642,1.142,0.01,4.0,3.0,7,0
11707,9:30,7ULTE,4.648,8.791,1.379,0.122,18.884,1.038,1.516,0.01,7.0,5.0,12,0
21211,9:45,4ALTE,5.174,0.896,0.272,0.019,33.813,0.893,1.045,1.005,3.0,3.0,6,1
13251,5:30,7VLTE,0.202,0.808,0.041,0.014,0.434,0.198,1.021,0.01,2.0,2.0,4,0
32092,4:45,1ALTE,0.909,0.404,0.013,0.005,0.351,0.145,1.011,1.011,1.0,1.0,2,0
21119,11:45,1CLTE,23.582,6.866,1.578,0.144,23.77,13.323,1.463,1.373,7.0,6.0,13,1
17096,12:45,10ALTE,10.249,1.791,0.782,0.041,58.858,0.779,1.104,1.025,4.0,3.0,7,1
29227,2:15,6ULTE,1.393,6.169,1.735,0.068,22.675,0.76,1.144,0.01,4.0,3.0,7,1
20952,3:30,7BLTE,0.0,0.404,0.055,0.012,1.207,0.191,1.051,0.01,2.0,2.0,4,0
20008,10:30,1CLTE,25.263,2.425,0.566,0.085,24.052,1.515,1.455,1.354,8.0,7.0,15,0
28350,7:15,1BLTE,2.627,0.909,0.394,0.042,9.874,0.706,1.051,1.021,3.0,2.0,5,0
24295,14:00,5BLTE,28.294,5.255,1.992,0.165,46.376,1.641,1.637,1.304,7.0,6.0,13,0
2607,5:45,7WLTE,0.101,0.808,0.012,0.006,0.143,0.059,1.011,0.01,2.0,2.0,4,0
28543,18:30,7ALTE,0.597,1.493,0.486,0.031,25.869,0.446,1.104,0.01,4.0,3.0,7,1
25368,12:30,4BLTE,27.081,4.951,1.008,0.12,26.689,1.908,1.566,1.253,9.0,6.0,15,0
576,11:30,7WLTE,0.796,2.09,0.645,0.048,24.664,1.139,1.124,0.01,5.0,3.0,8,1
33385,15:30,2ALTE,0.1,0.398,0.024,0.008,0.095,0.013,0.995,0.01,1.0,1.0,2,1
23891,12:45,7VLTE,0.597,1.493,0.144,0.031,7.314,1.838,0.975,0.01,3.0,2.0,5,1
9399,12:00,6CLTE,9.903,1.314,0.524,0.044,31.355,0.498,1.132,0.01,4.0,3.0,7,0
25695,13:15,4ALTE,3.881,0.498,0.036,0.025,5.349,0.457,1.045,1.005,3.0,2.0,5,1
11793,5:15,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1289,14:45,5CLTE,26.172,3.941,1.352,0.139,23.861,1.149,1.506,1.152,7.0,5.0,12,0
29111,10:15,7BLTE,0.505,1.112,0.28,0.046,10.79,1.218,1.364,0.01,6.0,3.0,9,0
10203,16:15,3CLTE,7.579,0.808,0.172,0.026,4.803,0.587,1.101,1.031,4.0,3.0,7,0
4473,12:45,7ULTE,3.941,5.558,0.846,0.108,15.217,0.78,1.607,0.01,7.0,5.0,12,0
35442,13:45,3CLTE,12.126,1.415,0.368,0.055,16.434,1.086,1.162,1.061,4.0,3.0,7,0
16818,18:15,7ULTE,2.021,2.829,0.352,0.081,5.608,2.345,1.415,0.01,6.0,3.0,9,0
14083,3:15,8CLTE,0.303,0.404,0.022,0.004,0.448,0.033,1.011,1.011,1.0,1.0,2,0
13518,22:45,5CLTE,8.286,1.011,0.184,0.036,19.919,0.704,1.162,1.041,5.0,3.0,8,0
36155,3:00,7CLTE,0.0,0.398,0.112,0.019,3.481,0.269,1.045,0.01,2.0,1.0,3,1
33668,3:45,7ALTE,0.0,0.498,0.448,0.029,14.879,0.405,0.995,0.01,2.0,2.0,4,1
14972,13:45,1BLTE,17.077,1.415,0.287,0.049,6.237,0.745,1.243,1.101,6.0,4.0,10,0
20321,12:45,8ALTE,17.015,1.493,0.484,0.072,11.401,0.923,1.244,1.055,5.0,4.0,9,1
5829,18:00,6ALTE,9.6,1.819,0.56,0.051,30.198,0.6,1.162,0.01,4.0,3.0,7,0
29975,2:45,3ALTE,2.122,0.606,0.233,0.034,6.327,0.457,1.031,1.011,4.0,2.0,6,0
31522,18:30,1ALTE,25.869,3.335,1.18,0.129,39.803,2.457,1.496,1.142,7.0,6.0,13,0
3385,6:15,5BLTE,4.577,0.498,0.042,0.009,2.849,0.207,1.005,0.995,3.0,2.0,5,1
21659,22:45,6VLTE,1.819,3.941,0.683,0.055,31.555,2.153,1.263,0.01,6.0,4.0,10,0
24218,22:45,7BLTE,0.101,0.606,0.141,0.03,12.46,0.399,1.112,0.01,3.0,2.0,5,0
18742,7:45,4CLTE,8.589,1.819,0.379,0.043,12.341,0.775,1.142,1.101,4.0,4.0,8,0
34253,21:30,6BLTE,23.747,2.728,0.619,0.074,18.359,1.173,1.304,0.01,7.0,4.0,11,0
3169,1:15,3CLTE,1.393,0.597,0.186,0.018,15.699,0.834,1.015,0.995,2.0,2.0,4,1
7833,5:00,6CLTE,2.324,0.404,0.028,0.012,1.741,0.147,1.031,0.01,3.0,2.0,5,0
26730,5:45,3ALTE,2.021,0.808,0.487,0.036,7.254,0.342,1.021,1.011,2.0,2.0,4,0
32938,12:00,6CLTE,5.473,2.189,0.74,0.053,28.387,0.827,1.085,0.01,5.0,3.0,8,1
1099,8:00,6BLTE,11.419,5.356,2.888,0.319,66.971,45.613,1.223,0.01,5.0,4.0,9,0
28234,11:15,7VLTE,2.021,3.84,0.425,0.054,11.075,0.698,1.263,0.01,7.0,3.0,10,0
2568,13:45,1BLTE,23.039,2.829,0.779,0.128,27.082,1.424,1.435,1.152,7.0,4.0,11,0
1415,4:45,7VLTE,0.404,0.909,0.01,0.013,0.261,0.179,1.071,0.01,3.0,2.0,5,0
6019,14:45,5ALTE,5.174,1.294,0.368,0.036,18.681,0.613,1.055,1.005,3.0,2.0,5,1
6308,16:45,6ULTE,1.92,3.032,0.477,0.061,24.087,0.758,1.374,0.01,7.0,4.0,11,0
36484,22:45,4BLTE,15.056,1.213,0.274,0.051,12.639,1.317,1.223,1.061,5.0,4.0,9,0
3964,23:00,7CLTE,0.0,0.398,0.024,0.018,0.411,0.219,1.035,0.01,2.0,1.0,3,1
31800,18:45,6BLTE,26.879,3.436,0.894,0.097,19.19,1.147,1.394,0.01,6.0,5.0,11,0
27104,8:30,8CLTE,5.558,0.707,0.104,0.018,5.434,0.297,1.061,1.021,3.0,2.0,5,0
14471,7:45,10ALTE,8.259,1.99,0.778,0.05,29.502,0.683,1.085,1.025,4.0,3.0,7,1
19532,6:00,7ALTE,0.0,1.112,0.59,0.026,19.715,0.415,1.031,0.01,3.0,2.0,5,0
19759,20:30,1CLTE,34.129,5.97,2.103,0.296,32.191,1.252,2.199,1.522,9.0,7.0,16,1
17760,17:15,6CLTE,9.903,1.819,0.891,0.065,57.049,1.785,1.142,0.01,5.0,3.0,8,0
10100,18:00,10ALTE,7.074,1.112,0.272,0.022,15.267,0.302,1.071,1.041,3.0,3.0,6,0
6356,12:45,2ALTE,0.808,0.404,0.03,0.011,0.431,0.087,1.021,0.01,2.0,1.0,3,0
647,9:45,1BLTE,14.652,3.133,1.226,0.106,49.09,1.254,1.425,1.081,6.0,4.0,10,0
710,3:00,7VLTE,0.909,1.011,0.019,0.013,6.086,0.295,1.091,0.01,3.0,3.0,6,0
12076,18:15,6ULTE,2.829,12.833,2.833,0.119,45.125,0.993,1.425,0.01,6.0,4.0,10,0
35094,18:30,6BLTE,24.477,6.368,1.81,0.123,27.768,4.265,1.284,0.01,5.0,4.0,9,1
14899,23:30,6ALTE,4.446,0.606,0.11,0.023,8.913,1.177,1.061,0.01,3.0,2.0,5,0
29815,8:00,9BLTE,0.398,0.398,0.06,0.012,0.617,0.109,0.995,0.995,1.0,1.0,2,1
12359,0:45,6WLTE,1.011,4.042,0.658,0.058,16.821,0.84,1.112,0.01,3.0,2.0,5,0
20950,5:30,1BLTE,0.808,0.404,0.017,0.007,0.5,0.168,1.021,1.011,2.0,2.0,4,0
31276,15:45,3CLTE,11.52,1.314,0.388,0.112,14.953,1.8,1.182,1.061,5.0,3.0,8,0
33311,9:30,10ALTE,21.423,3.638,1.44,0.126,31.058,1.703,1.425,1.253,6.0,6.0,12,0
31027,14:45,8ALTE,22.534,2.93,0.732,0.122,12.791,3.617,1.415,1.263,7.0,5.0,12,0
34352,9:30,10ALTE,29.608,7.175,1.994,0.16,19.699,1.544,1.586,1.304,7.0,6.0,13,0
11230,7:00,5BLTE,5.962,0.606,0.124,0.018,4.822,0.33,1.041,1.021,3.0,2.0,5,0
27821,20:30,1CLTE,34.66,4.85,1.193,0.177,18.404,0.828,1.859,1.96,11.0,9.0,20,0
19066,20:15,5ALTE,7.074,0.909,0.097,0.02,2.854,0.233,1.081,1.041,3.0,2.0,5,0
2711,8:45,3CLTE,8.286,1.112,0.404,0.04,21.291,1.041,1.101,1.051,4.0,3.0,7,0
29464,19:15,5BLTE,22.332,1.213,0.242,0.538,5.278,12.943,1.263,1.091,5.0,5.0,10,0
15982,2:15,4BLTE,10.509,0.505,0.053,0.009,6.314,0.164,1.112,1.011,3.0,2.0,5,0
2605,6:45,4CLTE,4.648,0.505,0.038,0.013,0.611,0.198,1.041,1.011,2.0,2.0,4,0
16732,17:15,7BLTE,0.597,1.294,0.459,0.139,18.208,15.361,1.174,0.01,5.0,2.0,7,1
29780,6:30,5ALTE,0.505,0.404,0.074,0.012,3.331,0.104,1.011,1.011,1.0,1.0,2,0
6954,12:45,7ULTE,5.659,10.307,1.529,0.145,28.042,6.885,1.516,0.01,7.0,5.0,12,0
2496,18:15,7WLTE,0.995,1.294,0.113,0.04,7.169,0.551,1.134,0.01,4.0,3.0,7,1
17255,7:30,3CLTE,2.223,0.606,0.18,0.019,3.576,0.168,1.041,1.011,3.0,2.0,5,0
5388,12:30,1ALTE,31.224,5.76,1.653,0.201,28.498,2.12,2.132,1.213,9.0,5.0,14,0
13013,15:00,6CLTE,6.467,0.808,0.199,0.029,25.272,1.287,1.061,0.01,4.0,2.0,6,0
27511,6:30,7WLTE,0.199,0.796,0.029,0.015,1.373,0.119,1.015,0.01,3.0,2.0,5,1
25083,22:00,2ALTE,0.101,0.404,0.052,0.018,0.217,0.064,1.011,0.01,1.0,1.0,2,0
36362,6:45,5BLTE,4.951,0.606,0.115,0.015,14.355,0.863,1.031,1.021,2.0,2.0,4,0
9681,15:45,5ALTE,13.44,1.617,0.299,0.06,15.867,1.829,1.253,1.091,5.0,4.0,9,0
11501,10:15,5ALTE,5.672,0.896,0.218,0.033,15.1,0.543,1.075,1.005,4.0,3.0,7,1
12363,0:45,6ULTE,0.505,1.314,0.19,0.017,2.478,0.244,1.061,0.01,3.0,2.0,5,0
2877,2:45,9BLTE,1.493,0.398,0.022,0.009,1.784,0.205,1.005,0.995,2.0,2.0,4,1
11906,19:00,5ALTE,5.76,0.808,0.187,0.025,3.118,0.332,1.101,1.021,3.0,2.0,5,0
4715,8:00,6BLTE,8.657,3.881,2.705,0.34,59.608,35.949,1.045,0.01,3.0,2.0,5,1
23332,15:00,3CLTE,13.844,1.819,0.661,0.078,8.443,0.751,1.233,1.091,5.0,4.0,9,0
28818,6:45,5BLTE,5.659,0.606,0.034,0.01,4.053,0.443,1.031,1.031,3.0,3.0,6,0
24253,22:15,4ALTE,5.053,1.112,0.193,0.029,6.59,1.22,1.071,1.021,3.0,2.0,5,0
24380,6:15,6ALTE,2.189,0.995,0.412,0.066,5.856,9.743,1.065,0.01,3.0,2.0,5,1
10934,6:15,8BLTE,1.819,0.505,0.054,0.01,2.575,0.139,1.021,1.011,2.0,2.0,4,0
13153,8:15,5BLTE,16.067,1.718,0.526,0.04,22.367,0.633,1.182,1.081,5.0,4.0,9,0
36354,21:15,9ALTE,1.314,0.505,0.072,0.014,3.032,0.164,1.031,1.011,2.0,2.0,4,0
28309,23:45,4CLTE,17.785,1.617,0.522,0.077,24.188,0.573,1.213,1.172,4.0,4.0,8,0
33532,17:30,7ALTE,0.606,2.829,0.667,0.07,40.551,2.32,1.405,0.01,7.0,3.0,10,0
19239,2:15,7ULTE,0.303,0.909,0.018,0.009,1.172,0.273,1.021,0.01,3.0,2.0,5,0
33031,10:15,3ALTE,33.953,5.053,1.389,0.171,18.68,2.188,1.859,1.566,8.0,7.0,15,0
13748,15:45,6ALTE,11.045,1.592,0.481,0.055,31.508,1.099,1.184,0.01,5.0,3.0,8,1
34912,8:30,5BLTE,26.071,3.133,0.899,0.112,16.445,1.169,1.354,1.374,6.0,5.0,11,0
14294,13:15,10CLTE,6.164,2.223,0.687,0.035,8.39,0.354,1.051,1.031,3.0,3.0,6,0
31350,17:15,7ULTE,0.796,1.493,0.247,0.039,4.736,0.688,1.085,0.01,4.0,2.0,6,1
27775,9:45,5ALTE,11.924,2.223,0.457,0.053,19.136,0.759,1.202,1.122,5.0,4.0,9,0
7796,6:45,6ALTE,1.516,0.606,0.257,0.024,7.046,0.399,1.031,0.01,3.0,3.0,6,0
13767,6:00,7WLTE,0.404,1.617,0.497,0.038,19.027,0.772,1.041,0.01,3.0,2.0,5,0
21675,4:15,7ALTE,0.0,0.398,0.023,0.008,0.719,0.105,1.005,0.01,2.0,2.0,4,1
3875,9:30,10CLTE,2.728,0.505,0.032,0.013,1.132,0.168,1.051,1.011,3.0,2.0,5,0
4508,13:15,9ALTE,2.687,1.393,0.725,0.026,46.587,0.615,1.035,1.005,3.0,2.0,5,1
20657,0:15,8CLTE,3.739,0.909,0.431,0.044,13.893,0.897,1.101,1.031,4.0,3.0,7,0
423,17:45,7WLTE,0.808,1.718,0.181,0.032,5.898,0.806,1.192,0.01,4.0,2.0,6,0
23412,9:15,7ULTE,2.526,2.829,0.334,0.059,6.646,0.356,1.324,0.01,5.0,4.0,9,0
20352,16:30,7CLTE,0.199,0.995,0.446,0.017,31.856,0.421,1.055,0.01,3.0,2.0,5,1
12213,20:30,4BLTE,27.89,7.175,1.817,0.147,34.465,1.294,1.718,1.415,9.0,6.0,15,0
2809,14:45,1ALTE,23.343,2.728,0.748,0.084,18.851,0.868,1.344,1.162,6.0,5.0,11,0
12512,7:30,6WLTE,0.808,2.122,0.439,0.025,13.6,0.392,1.112,0.01,4.0,3.0,7,0
32208,9:00,3BLTE,12.429,2.93,0.758,0.058,34.002,1.437,1.172,1.061,5.0,3.0,8,0
25517,15:00,8ALTE,17.015,3.284,1.52,0.151,71.407,30.621,1.313,1.174,7.0,5.0,12,1
34737,1:00,6BLTE,18.806,5.373,2.616,0.343,68.127,44.052,1.204,0.01,5.0,3.0,8,1
6658,9:45,6VLTE,1.819,4.143,0.546,0.043,23.802,0.655,1.162,0.01,4.0,3.0,7,0
13722,2:15,1ALTE,4.244,0.606,0.083,0.008,19.318,0.441,1.041,1.011,3.0,2.0,5,0
916,19:15,9ALTE,2.728,0.606,0.128,0.022,4.6,0.407,1.041,1.011,3.0,2.0,5,0
8080,14:00,4BLTE,31.326,6.366,1.688,0.263,45.218,5.254,1.819,1.465,8.0,6.0,14,0
26754,16:00,3ALTE,24.555,2.93,0.9,0.115,12.605,1.243,1.445,1.162,6.0,5.0,11,0
35411,2:30,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
21268,18:00,7VLTE,1.415,2.425,0.288,0.038,7.239,0.47,1.263,0.01,5.0,4.0,9,0
12589,8:00,8BLTE,2.687,0.697,0.238,0.037,6.087,1.245,1.025,1.015,3.0,2.0,5,1
7394,19:45,4CLTE,17.785,2.829,0.399,0.064,9.686,0.852,1.293,1.112,5.0,4.0,9,0
15213,9:15,10BLTE,4.042,0.808,0.131,0.03,6.403,0.35,1.081,1.021,3.0,3.0,6,0
4079,13:30,10ALTE,19.301,2.93,0.815,0.077,30.241,0.844,1.344,1.132,7.0,6.0,13,0
13087,6:15,4CLTE,7.175,1.011,0.272,0.031,6.697,0.391,1.101,1.031,4.0,3.0,7,0
5666,12:15,8ALTE,23.949,2.223,0.712,0.104,35.162,1.223,1.394,1.182,7.0,5.0,12,0
10220,0:00,1ALTE,6.77,0.707,0.106,0.039,4.499,0.35,1.122,1.031,4.0,3.0,7,0
11228,18:45,10CLTE,4.975,0.597,0.081,0.021,5.432,0.166,1.025,1.005,3.0,3.0,6,1
